-99.47,529.95,78.1,0,493.1,44.05,2,33.29,8.25,502.3,44.05,0,493.06,44.05,2,22.1,0
-105.62,530.09,73.69,-99.59,511.23,0,0,36.74,8.44,529.9,78.09,8.3,511.17,0,0,36.74,1
-99.88,480.19,43.86,-100,0,43.8,26,6.06,8.03,480.14,43.86,7.91,0,43.8,26,6.06,2
-43.73,448.93,61.86,0,450.67,61.79,26,8.16,64.18,448.88,61.86,0,450.6,61.8,26,8.16,3
-157.03,450.36,61.15,0,451.78,61.24,26,8.16,-49.12,450.31,61.15,0,451.73,61.24,26,8.16,4
-16.55,441.18,62.04,-26.33,440.95,0,3,19.7,91.36,441.13,62.04,81.81,441.12,0,3,19.7,5
-184.4,443.29,60.88,-174.85,442.82,0,4,19.7,-76.49,443.24,60.88,-66.71,442.99,0,4,19.7,6
22.1,441.68,55.43,0,441.38,62.09,5,23.31,130.01,441.63,55.43,0,441.33,62.09,5,23.31,7
-222.49,444.74,53.91,0,443.93,60.83,6,22.22,-114.58,444.69,53.91,0,443.88,60.83,6,22.22,8
73.76,442.46,62.55,46.82,0,62.49,7,33.27,181.67,442.41,62.55,154.73,0,62.49,7,33.27,9
-274.74,446.91,60.4,-247.27,0,60.67,8,33.27,-166.73,446.86,60.39,-139.36,0,60.67,8,33.27,10
153.06,435.33,59.94,100.85,0,62.82,9,16.36,-258.42,436.26,60.24,208.76,0,62.81,9,16.36,11
-363.83,434.02,57.98,-301.34,0,60.33,10,16.36,258.48,434.94,58.19,-193.43,0,60.33,10,16.36,12
-102.04,305.97,63.03,-102.44,0,61.59,15,380.29,5.87,305.92,63.03,5.47,0,61.59,14,380.29,13
-139.14,225.81,76.56,-139.06,237.53,74.94,15,14.61,5.63,261.34,60.66,-31.15,0,74.93,18,288.23,14
-102.28,261.39,60.66,-65.87,0,74.93,19,288.23,41.97,225.3,76.56,42.04,0,74.93,14,14.61,15
-140.68,135.67,71.2,-139.66,206.18,71.39,18,103.44,-31.62,197.57,50.41,0,206.13,71.39,20,166.16,16
-65.9,197.16,50.4,0,206.04,71.39,21,166.16,42.38,135.14,71.21,0,205.99,71.39,19,103.44,17
-139.53,197.55,49.96,-139.26,206.32,74.74,14,164.29,-31.23,225.76,76.56,-31.35,206.84,0,16,14.61,18
-65.94,225.35,76.56,-66.06,205.86,0,17,14.61,42.01,197.11,50.4,41.85,206.38,0,15,166.16,19
-141.44,83.95,78.4,-141.05,115.4,71.16,16,36.6,-32.77,135.62,71.2,0,115.35,71.15,22,103.44,20
-65.53,135.19,71.21,0,115.24,71.15,23,103.44,42.5,83.43,78.4,0,115.19,71.15,17,34.89,21
-141.7,45.6,50.27,-141.72,36.3,71.65,20,164.29,-33.53,83.9,78.4,0,36.26,71.65,24,36.6,22
-65.41,83.48,78.4,-65.73,36.14,71.65,25,36.6,42.27,45.07,50.27,0,36.09,71.65,21,164.29,23
-155.2,5.81,75.36,-141.72,36.53,71.65,22,106.57,-33.79,45.55,50.27,-33.81,36.48,0,-1,164.29,24
-65.65,44.58,50.72,-65.73,36.05,71.65,-1,166.16,55.28,5.11,75.35,42.18,36,0,23,104.98,25
-100.73,416.18,49.86,-101.83,330.28,0,13,462.71,7.18,416.13,49.86,6.39,330.54,0,13,462.71,26
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,27
-210,0,0,0,0,0,24,0,10,0,0,0,0,0,25,0,28
-210,0,150,0,0,0,24,0,10,0,150,0,0,0,25,0,29
-110,0,150,0,0,0,24,0,110,0,150,0,0,0,25,0,30
-110,0,0,0,0,0,24,0,110,0,0,0,0,0,25,0,31
